key;message_id;scope;source_type;source_locator;classification;active_in_app;source_hash;source_de;protected_tokens;notes;en;ro;el;es;fr
deepdive.RES_HYP_001_v0_9.twist.content;msg_5e4e180ff252c06c;deep_dive;v17_deep_dive;DEEP_DIVE_CASES_V17[RES_HYP_001_v0_9].twist.content;translatable;True;5e4e180ff252c06c74171209631c5995dc89a860705f34d15ad340084b11b268;"Nach Datenprüfung bleiben nur 26 Fälle mit vollständigem Outcome und verwertbarer RNA. Ein konfirmatorischer Claim wäre überzogen; als explorative Hypothesengenerierung mit fokussierter Validierung ist das Projekt tragfähig.";RNA;;;;;;
deepdive.RES_HYP_001_v0_9.twist.title;msg_943c56c6a0a0ecdc;deep_dive;v17_deep_dive;DEEP_DIVE_CASES_V17[RES_HYP_001_v0_9].twist.title;translatable;True;943c56c6a0a0ecdcd724cf59acaec98a1a7090a63cf600b3d3d0beed3c0c803f;Die Kohorte trägt die große Story nicht;;;;;;;
deepdive.RES_HYP_001_v0_9.twist.why_critical;msg_e65dac813d918309;deep_dive;v17_deep_dive;DEEP_DIVE_CASES_V17[RES_HYP_001_v0_9].twist.why_critical;translatable;True;e65dac813d918309ed68888aa478a866cac6f49dde9ce4af869d8a20d69680ab;Gute Forschung bedeutet auch, die Aussagekraft bewusst zu begrenzen.;;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.acceptable_alternatives;msg_77648ad524ebeca6;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].acceptable_alternatives;translatable;True;77648ad524ebeca6beaef3644253056d58d68884ad43d73fd39e84a0bb126ebd;Breiteres Colon-NGS ist akzeptabel, wenn es RAS/BRAF und ggf. weitere klinisch relevante Alterationen abdeckt. HER2-IHC/ISH kann optional im RAS-WT-Kontext bzw. späterer Therapielinie sinnvoll sein.;BRAF | HER2 | IHC | NGS | HER2-IHC | RAS-WT;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.case_briefing;msg_68854ae9c95dc5be;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].case_briefing;translatable;True;68854ae9c95dc5be1a90fcb09dd8bc17778de0e16f41dacc7acd89456970177a;62-jähriger Patient mit rechtsseitigem, metastasiertem Adenokarzinom des Kolons und synchronen Lebermetastasen. Systemische Erstlinientherapie soll zeitnah geplant werden. Verfügbar ist FFPE-Material aus dem Primärtumor mit ausreichendem Tumoranteil, aber begrenzter Schnittzahl. Die klinische Frage lautet: RAS/BRAF/MMR/MSI für anti-EGFR-, Immuntherapie- und Lynch/sporadisch-Kontext.;BRAF | EGFR | FFPE | MSI;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.context_cards.klinischer_kontext.content;msg_add99d6d92b50036;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].context_cards[0].content;translatable;True;add99d6d92b5003683e423f087fcf452c8ef3936a4fa75076a58e9c53919fab0;"Rechtsseitiges mCRC mit Lebermetastasen; Erstlinienentscheidung im MTB.";MTB;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.context_cards.klinischer_kontext.title;msg_0cd9acb086c7fc76;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].context_cards[0].title;translatable;True;0cd9acb086c7fc765be9ef10fdcabf596bdd04e210feaf82dab85d4b19b8d429;Klinischer Kontext;;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.context_cards.material.content;msg_67ab48522c102db9;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].context_cards[1].content;translatable;True;67ab48522c102db9b3a18c7e12e97948b71db8427ad13adec8998f7e5b36ceb2;FFPE-Primärtumor, Tumorzellanteil ca. 55–60 %, begrenzte Schnittzahl.;FFPE;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.context_cards.material.title;msg_616cb218a65b982f;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].context_cards[1].title;review;True;616cb218a65b982f61fd738e24ebe00d5a2ae039c0d386fed975a51d51b772f8;Material;;;Material;Material;Υλικό;Material;Matériel
deepdive_v21.MTB_CRC_001_v0_6.context_cards.vorbefund.content;msg_0c09892582c00606;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].context_cards[2].content;translatable;True;0c09892582c00606955256081535eed053e23009efd9b44e56a1aa81d485f192;Adenokarzinom des Kolons, keine vorliegende Molekulardiagnostik.;;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.context_cards.vorbefund.title;msg_d47a70b75c2fd555;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].context_cards[2].title;review;True;d47a70b75c2fd55578de2c27e3fdb3260e047f01c223eb3564b87fc77fd97cbe;Vorbefund;;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.debrief_points.0;msg_9bfcb72f03ebcc95;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].debrief_points[0];translatable;True;9bfcb72f03ebcc9535dad3596db1176c499fd969c71317d25cfa94dc89413d93;mCRC braucht mehr als RAS.;;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.debrief_points.1;msg_3b993148da4d7381;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].debrief_points[1];translatable;True;3b993148da4d73815bd26e4af88cf17e2b82f91597b4a79d850e3cc65bb99d9b;MMR/MSI ist prädiktiv für IO und kann hereditäre Konsequenzen haben.;MSI;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.debrief_points.2;msg_4e0a6637a5c99774;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].debrief_points[2];translatable;True;4e0a6637a5c99774b208a2751dfec673de6e9018525a43a0b4a1c35869248673;MLH1/PMS2-Verlust muss reflexartig eingeordnet werden.;MLH1 | PMS2;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.debrief_points.3;msg_415e01c351939a13;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].debrief_points[3];translatable;True;415e01c351939a13641c7974f5678f08e310b194873b9f3ba1a281f69d25bfcb;"Take-home: Beim mCRC gehören RAS/BRAF und MMR/MSI zusammen in die frühe Therapieplanung; MLH1/PMS2-Verlust braucht Reflexdiagnostik, nicht nur einen IO-Hinweis.";BRAF | MLH1 | MSI | PMS2;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.decision_task;msg_c87c84a90885b10d;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].decision_task;translatable;True;c87c84a90885b10daffde2c494b7e0c0465c0225c5cb7abec648fb98270d5bd9;Wähle eine prädiktive Primärdiagnostik für mCRC, die anti-EGFR-Eignung, BRAF-Kontext und MSI/dMMR/Immuntherapie sowie Lynch/sporadisch-Frage sauber adressiert.;BRAF | EGFR | MSI;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.expected_path;msg_a3eda0c2b0df121b;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].expected_path;translatable;True;a3eda0c2b0df121b80fc10a7f34230ebd3969789a41d2c81206acf6ee6b8272e;HE-/Tumoranteil-Review → erweitertes RAS/KRAS/NRAS → BRAF V600E → MMR-IHC und/oder MSI-PCR/NGS → bei MLH1/PMS2-Verlust MLH1-Promotor-Methylierung ± BRAF-Kontext → MTB-Kommunikation: anti-EGFR, IO und Lynch/sporadisch getrennt darstellen.;BRAF | EGFR | IHC | KRAS | MLH1 | MSI | MTB | NGS | NRAS | PCR | PMS2 | MMR-IHC | MSI-PCR;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.followup_logic.0.action;msg_40a4d2a2537e5e20;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].followup_logic[0].action;translatable;True;40a4d2a2537e5e20eeda43e333b38b333f3193cf03d30245a062bed8bfbff03c;Wenn MMR/MSI oder BRAF initial fehlen, Nachforderung klar begründen. Bei MLH1/PMS2-Verlust Reflexdiagnostik MLH1-Methylierung ± BRAF V600E zur Einordnung sporadisch vs. Lynch. Humangenetik bei nicht-sporadischem Muster empfehlen.;BRAF | MLH1 | MSI | PMS2;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.followup_logic.0.consequence;msg_91ae38ae4be2f758;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].followup_logic[0].consequence;translatable;True;91ae38ae4be2f758b02082d47de36d872d39f2fe21222c695203c49367b2fd84;Nachforderung oder erneute MTB-Besprechung mit finaler Einordnung.;MTB;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.followup_logic.0.trigger;msg_e6a1f2cba307c044;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].followup_logic[0].trigger;translatable;True;e6a1f2cba307c0442bf34d90dcccf5d9a6b8ddac2b1c39bff9132d33902100f1;Unvollständiger oder unsicherer Primärpfad;;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.instructor_notes.discussion_questions.0;msg_267ce67b2418a852;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].instructor_notes.discussion_questions[0];translatable;True;267ce67b2418a8523f6da43a4c9005511d1c988b9069531d612bbbb9ed8e11d0;Warum reicht KRAS Exon 2 heute nicht?;KRAS;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.instructor_notes.discussion_questions.1;msg_76c4fbe5f5d79f4e;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].instructor_notes.discussion_questions[1];translatable;True;76c4fbe5f5d79f4eda657c70c6a9015e21bd38534d4c727bc3a83137b09713a9;Wie unterscheiden sich prädiktive und hereditäre Konsequenzen von dMMR/MSI-H?;MSI | MSI-H;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.instructor_notes.discussion_questions.2;msg_e8a7d053a4bf6a0f;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].instructor_notes.discussion_questions[2];translatable;True;e8a7d053a4bf6a0fc39f0c0557e73187cd92ff61f0bddd1a14a3c63da378ddf1;Wie kommuniziert man MLH1/PMS2-Verlust im MTB?;MLH1 | MTB | PMS2;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.instructor_notes.model_answer;msg_a6b51d9ae263b685;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].instructor_notes.model_answer;translatable;True;a6b51d9ae263b685b9a8fda0ed667a877e89dfcc9e30119bb7cc196e31acafed;"Optimale Lösung: erweiterte RAS/BRAF-Diagnostik plus MMR-IHC/MSI-Testung; bei MLH1/PMS2-Verlust MLH1-Methylierung/BRAF-Kontext; klare MTB-Kommunikation zu anti-EGFR, IO und Lynch/sporadisch.";BRAF | EGFR | IHC | MLH1 | MSI | MTB | PMS2 | MMR-IHC;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.instructor_notes.scoring_focus.0;msg_480ffbac30bc1d40;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].instructor_notes.scoring_focus[0];translatable;True;480ffbac30bc1d4025354feb3999dabd72d678480fd84a302699cd92c8ed064b;Clinical Reasoning: Systemtherapiefrage erkannt.;;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.instructor_notes.scoring_focus.1;msg_db0c8e819104c4e7;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].instructor_notes.scoring_focus[1];translatable;True;db0c8e819104c4e7cbb52a32156592f8ed3067ba67a746eebbf7c1b2a3aeaa71;Method Selection: RAS/BRAF/MMR/MSI priorisiert.;BRAF | MSI;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.instructor_notes.scoring_focus.2;msg_4fddc6ff5fe6daa5;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].instructor_notes.scoring_focus[2];translatable;True;4fddc6ff5fe6daa52bf144283a88289970d36c5f2dd962786772ef0a3d718ed2;Communication: anti-EGFR, IO und Lynch/sporadisch getrennt kommuniziert.;EGFR;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.learning_objectives.0;msg_415e01c351939a13;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].learning_objectives[0];translatable;True;415e01c351939a13641c7974f5678f08e310b194873b9f3ba1a281f69d25bfcb;"Take-home: Beim mCRC gehören RAS/BRAF und MMR/MSI zusammen in die frühe Therapieplanung; MLH1/PMS2-Verlust braucht Reflexdiagnostik, nicht nur einen IO-Hinweis.";BRAF | MLH1 | MSI | PMS2;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.low_value_traps.hrd_score_rna_fusionspanel_lunge.label;msg_3a169c678d22887f;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].low_value_traps[3].label;translatable;True;3a169c678d22887ff232a85f1c13ca4967c066d4dcc04924db7b325705382876;HRD-Score/RNA-Fusionspanel Lunge;HRD | RNA;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.low_value_traps.hrd_score_rna_fusionspanel_lunge.why_bad;msg_8d9f94aeb617eb35;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].low_value_traps[3].why_bad;translatable;True;8d9f94aeb617eb3523fcda59d9dcee85a4433b5a7e91f2bc03fd1077e495d906;entitätsfremd, low value oder misleading.;;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.low_value_traps.nur_kras_exon_2.label;msg_2a445dfe474dde2f;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].low_value_traps[0].label;translatable;True;2a445dfe474dde2fa7a3eb3e768a788949dd40de9e2a780a737694ea31adf5c8;nur KRAS Exon 2;KRAS;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.low_value_traps.nur_kras_exon_2.why_bad;msg_7e55eb812a2e7fd3;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].low_value_traps[0].why_bad;translatable;True;7e55eb812a2e7fd33b786032738b70ddf6aa22ab3c4f8499d41b907c986f8fce;unvollständige anti-EGFR-Stratifizierung.;EGFR;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.low_value_traps.pd_l1_ihc.label;msg_aa53e91d1b980eff;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].low_value_traps[2].label;protected;True;aa53e91d1b980eff62f29b4163fe3a6973dffa392284b37f0e1cd8c190c39d3a;PD-L1-IHC;IHC | PD-L1;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.low_value_traps.pd_l1_ihc.why_bad;msg_054a510f90c01ced;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].low_value_traps[2].why_bad;translatable;True;054a510f90c01cede682d9636a45ca44fd2fc92d8ff233c8ccf5a23ffea36ecb;bei CRC kein primärer IO-Entscheider.;;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.low_value_traps.ras_wt_automatisch_anti_egfr.label;msg_b1b479dd0327925e;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].low_value_traps[1].label;translatable;True;b1b479dd0327925ed031b3590755e225bedf7921c5bd74027bbdede1f8cd9fa4;RAS-WT = automatisch anti-EGFR;EGFR | RAS-WT;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.low_value_traps.ras_wt_automatisch_anti_egfr.why_bad;msg_3b6080cb936ce2b9;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].low_value_traps[1].why_bad;translatable;True;3b6080cb936ce2b9e05dbd3136a393c684fb1cd51f017f90fd55bcdb3db9b813;MSI/BRAF/Lokalisation und klinischer Kontext werden ignoriert.;BRAF | MSI;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.material_or_resource_constraints.0;msg_a2d41595fd7b941c;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].material_or_resource_constraints[0];translatable;True;a2d41595fd7b941c2728adbbe5b05f21bf140bc5514c6f1ff070287fde84f472;"Therapieentscheidung zeitkritisch; Material soll für klinisch relevante Marker priorisiert werden.";;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.material_or_resource_constraints.1;msg_0ef5d1ade2a11cfb;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].material_or_resource_constraints[1];translatable;True;0ef5d1ade2a11cfbd4417f97e0663cc97a0431998084b57236298b9bb292d06c;Entitätsfremde Tests verbrauchen Schnittmaterial und TAT ohne Nutzen.;TAT;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.opening_scene;msg_b7d2f7bf572acf97;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].opening_scene;translatable;True;b7d2f7bf572acf97a1e0d65232b5d556b67186e434388984c1e3b90f2d14b43b;Im Tumorboard soll bei einem metastasierten kolorektalen Karzinom die Erstlinientherapie festgelegt werden. Die Onkologie fragt: Ist der Patient anti-EGFR-geeignet – oder spricht MMR/MSI für eine andere Strategie?;EGFR | MSI;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.pre_results.vorbefunde_datenlage.content;msg_b9eabd5aac410897;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].pre_results[0].content;translatable;True;b9eabd5aac410897a118d37e46cef04da7bb4d439b18731726106fc186b2cca0;HE-Review: invasives Adenokarzinom, ausreichender Tumoranteil. IHC/Prädiktivmarker noch nicht vollständig durchgeführt. Material reicht für priorisierte molekulare Diagnostik, aber nicht für beliebige Zusatztests.;IHC;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.pre_results.vorbefunde_datenlage.title;msg_dbef1ea380519067;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].pre_results[0].title;translatable;True;dbef1ea380519067dcedc11ec13ef8f73a876d3f2a5eb2fe44038355320739b1;Vorbefunde / Datenlage;;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.reasoning_gate_upgrade.central_question.correct.0;msg_48fafa5b2034610b;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].reasoning_gate_upgrade[0].correct[0];review;True;48fafa5b2034610b63622e98e69511707996602848dab8761df45c985ba3d6f6;crc_full_biomarker;;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.reasoning_gate_upgrade.central_question.options.crc_full_biomarker.label;msg_ff0ace19f39227de;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].reasoning_gate_upgrade[0].options[0].label;translatable;True;ff0ace19f39227de35e517cad29f59c20ec4077f4bfcc6225ce2befa2c845457;Prädiktive Systemtherapie-Stratifizierung: erweitertes RAS/BRAF plus MMR/MSI;BRAF | MSI;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.reasoning_gate_upgrade.central_question.options.egfr_only.label;msg_75c8505d9111102c;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].reasoning_gate_upgrade[0].options[1].label;translatable;True;75c8505d9111102c20fc6804667b452d2c157daca2aeccd1489c1bbfd82d464a;EGFR-/ALK-/ROS1-Fusionsdiagnostik wie beim NSCLC priorisieren;ALK | EGFR | ROS1;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.reasoning_gate_upgrade.central_question.options.hrd_parp.label;msg_2c1f5472ab2ad891;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].reasoning_gate_upgrade[0].options[3].label;translatable;True;2c1f5472ab2ad89194db13b2c7fc2bbde995a0526e3b9733e7a7bb9886c7a4a5;HRD/PARP-Indikation als Hauptfrage behandeln;HRD;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.reasoning_gate_upgrade.central_question.options.pdl1_only.label;msg_ee219e8a13383bd8;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].reasoning_gate_upgrade[0].options[2].label;translatable;True;ee219e8a13383bd8d3585c2f0f61dd867ee2ab87350e4feee51a83e44b4c8e71;PD-L1-IHC als primären Immuntherapie-Entscheider nutzen;IHC | PD-L1;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.reasoning_gate_upgrade.central_question.prompt;msg_3202ba058af1c08f;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].reasoning_gate_upgrade[0].prompt;translatable;True;3202ba058af1c08f18c782dfc87ea057b681bd8129b019a68ae6f3f67096149d;Was ist die zentrale molekulare Fragestellung?;;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.reasoning_gate_upgrade.central_question.rationale;msg_77732715ad3dfcc3;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].reasoning_gate_upgrade[0].rationale;translatable;True;77732715ad3dfcc330e0b8a0fcf083ad723d35e0632118e10f487e8b7e3de7eb;Anti-EGFR-, IO-, BRAF- und Lynch/sporadisch-Kontext müssen früh getrennt adressiert werden.;BRAF | EGFR;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.reasoning_gate_upgrade.mlh1_reflex.correct.0;msg_eed0829fd24320f5;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].reasoning_gate_upgrade[2].correct[0];protected;True;eed0829fd24320f5a0f2e5c19fd988367dfb70f2232fb2e21cd8db5118a5a80f;mlh1_braf_reflex;;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.reasoning_gate_upgrade.mlh1_reflex.options.direct_lynch.label;msg_b6fc14c28529f8be;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].reasoning_gate_upgrade[2].options[1].label;translatable;True;b6fc14c28529f8be6703a61b8a11d7901d9e4847a44fd95cbf42370848e4d61e;MLH1/PMS2-Verlust beweist immer direkt Lynch-Syndrom;MLH1 | PMS2;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.reasoning_gate_upgrade.mlh1_reflex.options.ignore_mlh1.label;msg_9bbc8dcac365f40f;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].reasoning_gate_upgrade[2].options[2].label;translatable;True;9bbc8dcac365f40f46554f7bb7522922f2e74ac7b99dbcb19ba7604aca8d4ee4;MLH1/PMS2-Verlust ist therapeutisch und hereditär irrelevant;MLH1 | PMS2;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.reasoning_gate_upgrade.mlh1_reflex.options.lung_fusion.label;msg_d0e5e67fe2e61db9;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].reasoning_gate_upgrade[2].options[3].label;translatable;True;d0e5e67fe2e61db9ceec4ecbcf245e306f48f8648080d530f44cc5db040303f6;RNA-Fusionspanel Lunge ist der sinnvolle Reflexschritt;RNA;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.reasoning_gate_upgrade.mlh1_reflex.options.mlh1_braf_reflex.label;msg_6644599a84b1198a;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].reasoning_gate_upgrade[2].options[0].label;translatable;True;6644599a84b1198a45e66c26dca12f28f3210cbc02ff13db91d719a2b5690961;Reflexdiagnostik mit MLH1-Promotor-Methylierung ± BRAF-Kontext und Lynch/sporadisch-Einordnung.;BRAF | MLH1;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.reasoning_gate_upgrade.mlh1_reflex.prompt;msg_abda0a5881abb48c;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].reasoning_gate_upgrade[2].prompt;translatable;True;abda0a5881abb48cdf6dd0ba7323a16e2462521a741d74b3ee0a398096c7d36c;Was bedeutet MLH1/PMS2-Verlust im mCRC-Kontext?;MLH1 | PMS2;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.reasoning_gate_upgrade.mlh1_reflex.rationale;msg_f87602a4a5e06be0;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].reasoning_gate_upgrade[2].rationale;translatable;True;f87602a4a5e06be0c94ea73b3aaa31664c567a60d67c85db32abd1229f54bd87;dMMR ist prädiktiv und potenziell hereditär relevant.;;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.reasoning_gate_upgrade.ras_scope.correct.0;msg_2c0c9f47bc2ab420;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].reasoning_gate_upgrade[1].correct[0];review;True;2c0c9f47bc2ab420ce9ffa29a670aad7c380c7363cf83c504d3867707dc0d56d;extended_ras_braf_mmr;;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.reasoning_gate_upgrade.ras_scope.options.extended_ras_braf_mmr.label;msg_d9ac4eb80ed8fb3b;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].reasoning_gate_upgrade[1].options[0].label;translatable;True;d9ac4eb80ed8fb3bc8493994c135a1406850d4414f3132ffd5d73d831f56f555;"Anti-EGFR-Stratifizierung braucht erweitertes RAS; zusätzlich sind BRAF und MMR/MSI therapierelevant.";BRAF | EGFR | MSI;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.reasoning_gate_upgrade.ras_scope.options.kras_exon2_enough.label;msg_a4c4549a301782d1;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].reasoning_gate_upgrade[1].options[1].label;translatable;True;a4c4549a301782d148b4ce9bf0bb1f6723773f7812a71a19171881c8cb8910d8;KRAS Exon 2 reicht als vollständige anti-EGFR-Stratifizierung;EGFR | KRAS;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.reasoning_gate_upgrade.ras_scope.options.pdl1_replaces_msi.label;msg_239d21a67fe55f73;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].reasoning_gate_upgrade[1].options[3].label;translatable;True;239d21a67fe55f735284686c5d76e54710f89b7271c3f771101862a1b776309f;PD-L1 ersetzt MMR/MSI als IO-Marker beim CRC;MSI | PD-L1;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.reasoning_gate_upgrade.ras_scope.options.ras_only.label;msg_8f1e83a0be066da7;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].reasoning_gate_upgrade[1].options[2].label;translatable;True;8f1e83a0be066da7dc63d84e21b004f2d8e1ff95eecc4c4f85f7ebf9b6ffc239;Bei RAS-WT sind BRAF und MMR/MSI für die Erstlinie irrelevant;BRAF | MSI | RAS-WT;;;;;;
deepdive_v21.MTB_CRC_001_v0_6.reasoning_gate_upgrade.ras_scope.prompt;msg_afa1a28dfe56ea75;deep_dive;v21_deep_dive;V21_DEEP_DIVE_BATCH1[MTB_CRC_001_v0_6].reasoning_gate_upgrade[1].prompt;translatable;True;afa1a28dfe56ea7581b2135da0dcbd974d1fef61d9cccde2f94e36136622dec2;Warum reicht KRAS Exon 2 allein nicht aus?;KRAS;;;;;;
