case_id;base_id;title;block1_domain;block1_met Zusatztyp;block1_subdomain;block1_case_type;block1_length_final;block1_estimated_min;block1_estimated_max;block1_difficulty_final;block1_status_final;block1_review_flag;block1_review_priority;block1_decision;block2_gate_required;block2_gate_position;block2_gate_count;block2_question_types;block2_gate_1;block2_gate_2;block2_gate_3;block2_gate_4;block2_decision;block3_error_class;block3_critical_error_count;block3_strictest_score_cap;block3_cap_combination_rule;block3_pass_fail_flag_logic;block3_decision;block4_recommended_methods_or_actions;block4_reflex_conditional;block4_low_value_examples;block4_misleading_examples;block4_method_review_flag;block4_decision;core_decision;learning_objectives;tags
MTB_IO_002_v1_3;MTB_IO_002;„Cold Tumor“ mit wenig TILs und dichter Stromabarriere → Warum ist PD-1 allein wahrscheinlich schwach?;MTB;no;Immunescape / IO / MSI-TMB-PD-L1;clinical_decision;Standard;8;15;Intermediate;beta-standardized;ok;low;"MTB; Länge=Standard; Schwierigkeit=Intermediate; Status=beta-standardized";yes;Nach Fallakte/Anamnese/Histo-Material, vor Anforderung;2;"Single Choice; Multi Select";Was ist die zentrale klinisch-molekulare Fragestellung in diesem Fall?;Welcher RAS/BRAF/MMR/MSI- oder MLH1-Reflexpfad ist für die Therapie-/Lynch-Frage relevant?;;;"2 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";major;2;75;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 75%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";tmb_ngs | pdl1 | immune_context_ihc | tme_stroma_ihc;;;;regelbasiert übernehmen;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=regelbasiert übernehmen";Warum ist PD-1 allein wahrscheinlich schwach?;Zentrale klinisch-molekulare Fragestellung aus Anamnese, Histologie und Materialkontext ableiten | Immunbiologische Marker nicht isoliert, sondern im Kontext von MSI/TMB/TILs/TME bewerten | Musterlösung im MTB klar, limitiert und patientenrelevant kommunizieren;TME | Immunescape | TILs | MTB | Phase | Standard
MTB_IO_003_v1_3;MTB_IO_003;PD-L1 positiv, aber niedrige TMB und kein Immuninfiltrat → PD-L1 nicht überinterpretieren;MTB;no;Immunescape / IO / MSI-TMB-PD-L1;clinical_mini_decision;Mini;3;5;Beginner;beta-standardized;ok;low;"MTB; Länge=Mini; Schwierigkeit=Beginner; Status=beta-standardized";yes;Nach Fallakte/Anamnese/Histo-Material, vor Anforderung;1;"Single Choice; Multi Select";Was ist die zentrale klinisch-molekulare Fragestellung in diesem Fall?;;;;"1 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";major;2;75;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 75%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";fusion_rna_ngs | rna_fusion_panel | fusion_fish | tmb_ngs | pdl1 | immune_context_ihc;;;;regelbasiert übernehmen;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=regelbasiert übernehmen";PD-L1 nicht überinterpretieren;Zentrale klinisch-molekulare Fragestellung aus Anamnese, Histologie und Materialkontext ableiten | Immunbiologische Marker nicht isoliert, sondern im Kontext von MSI/TMB/TILs/TME bewerten | Musterlösung im MTB klar, limitiert und patientenrelevant kommunizieren;Immunescape | PD-L1 | TMB | MTB | Phase | Mini
MTB_IO_004_v1_3;MTB_IO_004;MSI-H-Karzinom: Therapieoption und Lynch-Abklärung → IO, MMR-IHC, Keimbahnkontext;MTB;no;Immunescape / IO / MSI-TMB-PD-L1;clinical_decision;Standard;8;15;Advanced;beta-review;prüfen;high;"MTB; Länge=Standard; Schwierigkeit=Advanced; Status=beta-review";yes;Nach Fallakte/Anamnese/Histo-Material, vor Anforderung;2;"Single Choice; Multi Select";Was ist die zentrale klinisch-molekulare Fragestellung in diesem Fall?;Welcher RAS/BRAF/MMR/MSI- oder MLH1-Reflexpfad ist für die Therapie-/Lynch-Frage relevant?;;;"2 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";major-critical;4;70;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 70%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";mmr_ihc | msi_pcr_ngs | colon_ngs_panel | mlh1_methylation | methylation_mlh1 | braf_v600e_crc | tmb_ngs | pdl1 | immune_context_ihc;;;;priority review;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=priority review";IO, MMR-IHC, Keimbahnkontext;Zentrale klinisch-molekulare Fragestellung aus Anamnese, Histologie und Materialkontext ableiten | MMR/MSI-Befunde therapeutisch und hereditär korrekt einordnen | Musterlösung im MTB klar, limitiert und patientenrelevant kommunizieren;MMR | MSI | Immunescape | Lynch | MTB | Phase | Standard
MTB_IO_005_v1_3;MTB_IO_005;Antibiotika kurz vor ICI, Mikrobiom-Frage im Tumorboard → Evidenz korrekt begrenzen;MTB;no;Immunescape / IO / MSI-TMB-PD-L1;clinical_mini_decision;Mini;3;5;Beginner;beta-review;method rules prüfen;medium;"MTB; Länge=Mini; Schwierigkeit=Beginner; Status=beta-review";yes;Nach Fallakte/Anamnese/Histo-Material, vor Anforderung;1;"Single Choice; Multi Select";Was ist die zentrale klinisch-molekulare Fragestellung in diesem Fall?;;;;"1 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";major;2;75;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 75%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";tmb_ngs | pdl1 | immune_context_ihc;;;;method rules prüfen;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=method rules prüfen";Evidenz korrekt begrenzen;Zentrale klinisch-molekulare Fragestellung aus Anamnese, Histologie und Materialkontext ableiten | Passende molekulare/IHC-basierte Methode zur Kernentscheidung auswählen | Musterlösung im MTB klar, limitiert und patientenrelevant kommunizieren;MTB | Phase | Mini
MTB_CNS_002_v1_3;MTB_CNS_002;IDH-mutiertes Gliom mit G-CIMP-Profil → IDH-IHC/Sequenzierung/Methylom einordnen;MTB;no;Neuroonkologie / Epigenetik / Methylierung;clinical_decision;Standard;8;15;Intermediate;beta-standardized;ok;low;"MTB; Länge=Standard; Schwierigkeit=Intermediate; Status=beta-standardized";yes;Nach Fallakte/Anamnese/Histo-Material, vor Anforderung;2;"Single Choice; Multi Select";Was ist die zentrale klinisch-molekulare Fragestellung in diesem Fall?;Welche Rolle spielt Methylierung/IDH/MGMT als diagnostische, prädiktive oder Klassifikations-Ebene?;;;"2 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";major;2;75;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 75%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";idh1_ihc_seq | cns_methylation_classifier | bisulfite_pcr | mgmt_methylation | glioma_ngs_panel;;ras_panel_crc | dna_lung_panel | hrd_score;tmb_msi_neuro;regelbasiert übernehmen;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=regelbasiert übernehmen";IDH-IHC/Sequenzierung/Methylom einordnen;Zentrale klinisch-molekulare Fragestellung aus Anamnese, Histologie und Materialkontext ableiten | Epigenetische Marker/Methylierungsprofile als diagnostische oder prädiktive Ebene einordnen | Musterlösung im MTB klar, limitiert und patientenrelevant kommunizieren;IDH | MTB | Phase | Standard
MTB_CNS_003_v1_3;MTB_CNS_003;Histologisch unklarer ZNS-Tumor: Methylierungsclassifier → Wann hilft Methylom-Klassifikation?;MTB;no;Neuroonkologie / Epigenetik / Methylierung;clinical_decision;Standard;8;15;Advanced;beta-review;prüfen;high;"MTB; Länge=Standard; Schwierigkeit=Advanced; Status=beta-review";yes;Nach Fallakte/Anamnese/Histo-Material, vor Anforderung;2;"Single Choice; Multi Select";Was ist die zentrale klinisch-molekulare Fragestellung in diesem Fall?;Welche Rolle spielt Methylierung/IDH/MGMT als diagnostische, prädiktive oder Klassifikations-Ebene?;;;"2 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";major;2;75;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 75%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";cns_methylation_classifier | bisulfite_pcr | idh1_ihc_seq | mgmt_methylation | glioma_ngs_panel;;ras_panel_crc | dna_lung_panel | hrd_score;tmb_msi_neuro;priority review;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=priority review";Wann hilft Methylom-Klassifikation?;Zentrale klinisch-molekulare Fragestellung aus Anamnese, Histologie und Materialkontext ableiten | Epigenetische Marker/Methylierungsprofile als diagnostische oder prädiktive Ebene einordnen | Musterlösung im MTB klar, limitiert und patientenrelevant kommunizieren;NGS | Methylierung | MTB | Phase | Standard
MTB_HEM_001_v1_3;MTB_HEM_001;MDS/AML mit DNMT3A/TET2/ASXL1 → CHIP vs. hämatologische Neoplasie;MTB;no;Sonstige klinische Molekularpathologie;clinical_decision;Standard;8;15;Intermediate;beta-review;method rules prüfen;medium;"MTB; Länge=Standard; Schwierigkeit=Intermediate; Status=beta-review";yes;Nach Fallakte/Anamnese/Histo-Material, vor Anforderung;2;"Single Choice; Multi Select";Was ist die zentrale klinisch-molekulare Fragestellung in diesem Fall?;Welche Methode oder Markerklasse folgt logisch aus klinischer Frage, Entität und Vorbefund?;;;"2 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";major;2;75;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 75%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";epigenetic_heme_panel;;;;method rules prüfen;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=method rules prüfen";CHIP vs. hämatologische Neoplasie;Zentrale klinisch-molekulare Fragestellung aus Anamnese, Histologie und Materialkontext ableiten | Passende molekulare/IHC-basierte Methode zur Kernentscheidung auswählen | Musterlösung im MTB klar, limitiert und patientenrelevant kommunizieren;MTB | Phase | Standard
MTB_METH_001_v1_3;MTB_METH_001;MLH1-Promotor-Methylierung bei MSI-H-CRC → sporadisch vs. Lynch;MTB;no;CRC / RAS-BRAF / MSI-Lynch;clinical_mini_decision;Mini;3;5;Beginner;beta-standardized;ok;low;"MTB; Länge=Mini; Schwierigkeit=Beginner; Status=beta-standardized";yes;Nach Fallakte/Anamnese/Histo-Material, vor Anforderung;1;"Single Choice; Multi Select";Was ist die zentrale klinisch-molekulare Fragestellung in diesem Fall?;;;;"1 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";major-critical;3;70;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 70%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";mmr_ihc | msi_pcr_ngs | colon_ngs_panel | mlh1_methylation | methylation_mlh1 | braf_v600e_crc | ras_panel_crc;mlh1_methylation | methylation_mlh1 | her2_crc_ihc_ish;dna_lung_panel | rna_fusion_panel | pdl1 | hrd_score;rna_fusion_panel | hrd_score;regelbasiert übernehmen;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=regelbasiert übernehmen";sporadisch vs. Lynch;Zentrale klinisch-molekulare Fragestellung aus Anamnese, Histologie und Materialkontext ableiten | MMR/MSI-Befunde therapeutisch und hereditär korrekt einordnen | Musterlösung im MTB klar, limitiert und patientenrelevant kommunizieren;CRC | MSI | Methylierung | Lynch | MTB | Phase | Mini
MTB_ANGIO_001_v1_3;MTB_ANGIO_001;mCRC: Bevacizumab und VEGF-Angiogenese → Anti-VEGF biologisch erklären;MTB;no;CRC / RAS-BRAF / MSI-Lynch;clinical_mini_decision;Mini;3;5;Beginner;beta-standardized;ok;low;"MTB; Länge=Mini; Schwierigkeit=Beginner; Status=beta-standardized";yes;Nach Fallakte/Anamnese/Histo-Material, vor Anforderung;1;"Single Choice; Multi Select";Was ist die zentrale klinisch-molekulare Fragestellung in diesem Fall?;;;;"1 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";major;2;75;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 75%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";mmr_ihc | msi_pcr_ngs | colon_ngs_panel | vegf_context | vhl_hif_panel | ras_panel_crc | braf_v600e_crc;mlh1_methylation | methylation_mlh1 | her2_crc_ihc_ish;dna_lung_panel | rna_fusion_panel | pdl1 | hrd_score;rna_fusion_panel | hrd_score;regelbasiert übernehmen;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=regelbasiert übernehmen";Anti-VEGF biologisch erklären;Zentrale klinisch-molekulare Fragestellung aus Anamnese, Histologie und Materialkontext ableiten | Passende molekulare/IHC-basierte Methode zur Kernentscheidung auswählen | Musterlösung im MTB klar, limitiert und patientenrelevant kommunizieren;CRC | MTB | Phase | Mini
MTB_RCC_001_v1_3;MTB_RCC_001;Klarzelliges RCC: VHL/HIF/VEGF-Achse → Warum TKI/IO-Kombination plausibel ist;MTB;no;Sonstige klinische Molekularpathologie;clinical_decision;Standard;8;15;Intermediate;beta-review;method rules prüfen;medium;"MTB; Länge=Standard; Schwierigkeit=Intermediate; Status=beta-review";yes;Nach Fallakte/Anamnese/Histo-Material, vor Anforderung;2;"Single Choice; Multi Select";Was ist die zentrale klinisch-molekulare Fragestellung in diesem Fall?;Welche Methode oder Markerklasse folgt logisch aus klinischer Frage, Entität und Vorbefund?;;;"2 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";major;2;75;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 75%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";vegf_context | vhl_hif_panel;;;;method rules prüfen;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=method rules prüfen";Warum TKI/IO-Kombination plausibel ist;Zentrale klinisch-molekulare Fragestellung aus Anamnese, Histologie und Materialkontext ableiten | Passende molekulare/IHC-basierte Methode zur Kernentscheidung auswählen | Musterlösung im MTB klar, limitiert und patientenrelevant kommunizieren;KI | RCC | MTB | Phase | Standard
MTB_GBM_ANGIO_001_v1_3;MTB_GBM_ANGIO_001;Glioblastom mit Gefäßproliferation und Hypoxie → Antiangiogenese: kurzfristiger Effekt vs. Resistenz;MTB;no;Neuroonkologie / Epigenetik / Methylierung;clinical_mini_decision;Mini;3;5;Beginner;beta-standardized;ok;low;"MTB; Länge=Mini; Schwierigkeit=Beginner; Status=beta-standardized";yes;Nach Fallakte/Anamnese/Histo-Material, vor Anforderung;1;"Single Choice; Multi Select";Was ist die zentrale klinisch-molekulare Fragestellung in diesem Fall?;;;;"1 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";major;2;75;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 75%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";vegf_context | vhl_hif_panel | idh1_ihc_seq | mgmt_methylation | cns_methylation_classifier | glioma_ngs_panel;;ras_panel_crc | dna_lung_panel | hrd_score;tmb_msi_neuro;regelbasiert übernehmen;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=regelbasiert übernehmen";Antiangiogenese: kurzfristiger Effekt vs. Resistenz;Zentrale klinisch-molekulare Fragestellung aus Anamnese, Histologie und Materialkontext ableiten | Passende molekulare/IHC-basierte Methode zur Kernentscheidung auswählen | Musterlösung im MTB klar, limitiert und patientenrelevant kommunizieren;MTB | Phase | Mini
MTB_TME_001_v1_3;MTB_TME_001;Stromareicher Tumor mit immune-excluded Pattern → Warum Stroma Therapieantwort beeinflusst;MTB;no;Immunescape / IO / MSI-TMB-PD-L1;clinical_decision;Standard;8;15;Intermediate;beta-review;method rules prüfen;medium;"MTB; Länge=Standard; Schwierigkeit=Intermediate; Status=beta-review";yes;Nach Fallakte/Anamnese/Histo-Material, vor Anforderung;2;"Single Choice; Multi Select";Was ist die zentrale klinisch-molekulare Fragestellung in diesem Fall?;Welcher RAS/BRAF/MMR/MSI- oder MLH1-Reflexpfad ist für die Therapie-/Lynch-Frage relevant?;;;"2 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";major;2;75;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 75%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";tmb_ngs | pdl1 | immune_context_ihc | tme_stroma_ihc;;;;method rules prüfen;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=method rules prüfen";Warum Stroma Therapieantwort beeinflusst;Zentrale klinisch-molekulare Fragestellung aus Anamnese, Histologie und Materialkontext ableiten | Immunbiologische Marker nicht isoliert, sondern im Kontext von MSI/TMB/TILs/TME bewerten | Musterlösung im MTB klar, limitiert und patientenrelevant kommunizieren;TME | Immunescape | MTB | Phase | Standard
MTB_INV_001_v1_3;MTB_INV_001;EMT-/Invasionsfront-Fall mit Metastasenrisiko → Morphologie → Hallmark → klinische Konsequenz;MTB;no;Sonstige klinische Molekularpathologie;clinical_mini_decision;Mini;3;5;Beginner;beta-review;method rules prüfen;medium;"MTB; Länge=Mini; Schwierigkeit=Beginner; Status=beta-review";yes;Nach Fallakte/Anamnese/Histo-Material, vor Anforderung;1;"Single Choice; Multi Select";Was ist die zentrale klinisch-molekulare Fragestellung in diesem Fall?;;;;"1 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";major;2;75;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 75%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";emt_invasion_panel | he_review;;;;method rules prüfen;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=method rules prüfen";Morphologie → Hallmark → klinische Konsequenz;Zentrale klinisch-molekulare Fragestellung aus Anamnese, Histologie und Materialkontext ableiten | Passende molekulare/IHC-basierte Methode zur Kernentscheidung auswählen | Musterlösung im MTB klar, limitiert und patientenrelevant kommunizieren;MTB | Phase | Mini
MET_NGS_001_v1_3;MET_NGS_001;Coverage-Loch in therapieentscheidendem Exon → Befund mit Limitation oder Wiederholung?;MTB;yes;Methodik / Befundinterpretation;clinical_mini_decision;Mini;3;5;Advanced;beta-standardized;MVP prüfen;high;"MTB + MET-Zusatztyp; Länge=Mini; Schwierigkeit=Advanced; Status=beta-standardized";yes;Nach Fallakte/Anamnese/Histo-Material, vor Anforderung;1;"Single Choice; Multi Select";Was ist die zentrale klinisch-molekulare Fragestellung in diesem Fall?;;;;"1 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";major-critical;3;65;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 65%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";coverage_review | repeat_ngs | orthogonal_confirmation;;;;priority review;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=priority review";Befund mit Limitation oder Wiederholung?;Zentrale klinisch-molekulare Fragestellung aus Anamnese, Histologie und Materialkontext ableiten | Passende molekulare/IHC-basierte Methode zur Kernentscheidung auswählen | Musterlösung im MTB klar, limitiert und patientenrelevant kommunizieren;NGS | Labor | MTB-LAB | MVP | Mini
MET_NGS_002_v1_3;MET_NGS_002;FFPE-C>T-Artefakt bei niedriger VAF → Artefakt vs. echte Subklonmutation;MTB;yes;Methodik / Befundinterpretation;clinical_mini_decision;Mini;3;5;Beginner;beta-standardized;MVP prüfen;high;"MTB + MET-Zusatztyp; Länge=Mini; Schwierigkeit=Beginner; Status=beta-standardized";yes;Nach Fallakte/Anamnese/Histo-Material, vor Anforderung;1;"Single Choice; Multi Select";Was ist die zentrale klinisch-molekulare Fragestellung in diesem Fall?;;;;"1 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";major-critical;3;65;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 65%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";ffpe_artifact_review | orthogonal_confirmation | repeat_ngs;;;;priority review;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=priority review";Artefakt vs. echte Subklonmutation;Zentrale klinisch-molekulare Fragestellung aus Anamnese, Histologie und Materialkontext ableiten | Passende molekulare/IHC-basierte Methode zur Kernentscheidung auswählen | Musterlösung im MTB klar, limitiert und patientenrelevant kommunizieren;NGS | MTB-LAB | MVP | Mini
MET_NGS_004_v1_3;MET_NGS_004;Tumor-only NGS: Keimbahnverdacht BRCA/TP53 → Humangenetische Abklärung empfehlen?;MTB;yes;HRD / BRCA / PARP / Keimbahn;clinical_decision;Complex;20;30;Advanced;beta-review;prüfen;high;"MTB + MET-Zusatztyp; Länge=Complex; Schwierigkeit=Advanced; Status=beta-review";yes;Nach Fallakte/Anamnese/Histo-Material, vor Anforderung;4;"Single Choice; Multi Select";Was ist die zentrale klinisch-molekulare Fragestellung in diesem Fall?;Warum müssen somatische Tumordiagnostik, Keimbahnrelevanz und HRD/HRR-Ebene getrennt bewertet werden?;Welche Methodengruppe oder Entscheidung ist primär sinnvoll und was wäre zu eng, niedrigwertig oder irreführend?;Wo liegt der Twist/Nachforderungs-/Kommunikationspunkt, der den Fall komplex macht?;"4 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";major-critical;3;70;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 70%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";tumor_brca_hrr | broad_pan_panel | tumor_normal_germline | germline_referral | hrd_score;;dna_lung_panel | mlh1_methylation | kras_exon2_only;;priority review;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=priority review";Humangenetische Abklärung empfehlen?;Zentrale klinisch-molekulare Fragestellung aus Anamnese, Histologie und Materialkontext ableiten | Tumor-BRCA/HRD und Keimbahnkontext für PARP-Entscheidungen trennen | Musterlösung im MTB klar, limitiert und patientenrelevant kommunizieren;BRCA | NGS | MTB | Phase | Standard, complex_case, AP1b_length_reclass
MET_RNA_001_v1_3;MET_RNA_001;DNA-NGS negativ, aber Fusionsverdacht bleibt → RNA-NGS/FISH ergänzen;MTB;yes;Methodik / Befundinterpretation;clinical_decision;Standard;8;15;Intermediate;beta-standardized;MVP prüfen;high;"MTB + MET-Zusatztyp; Länge=Standard; Schwierigkeit=Intermediate; Status=beta-standardized";yes;Nach Fallakte/Anamnese/Histo-Material, vor Anforderung;2;"Single Choice; Multi Select";Was ist die zentrale klinisch-molekulare Fragestellung in diesem Fall?;Welche Methode oder Markerklasse folgt logisch aus klinischer Frage, Entität und Vorbefund?;;;"2 Gate-Frage(n); Single Choice / Multi Select; vor Hauptentscheidung";major-critical;3;70;"strengster Cap gewinnt; weitere Critical/Fatal-Fehler geben Zusatzabzüge innerhalb des Caps; Cap verbessert nie";passed / borderline / critical_fail / incomplete je nach Score, Fatal-Fehlern und Abschlussstatus;"Strengster Cap 70%; weitere kritische Fehler: Zusatzabzug innerhalb dieses Caps; Cap kann Score nie verbessern.";fusion_rna_ngs | rna_fusion_panel | fusion_fish;;;;priority review;"Methodenklassen: recommended/optional/reflex/incomplete/low_value/misleading/invalid; Review=priority review";RNA-NGS/FISH ergänzen;Zentrale klinisch-molekulare Fragestellung aus Anamnese, Histologie und Materialkontext ableiten | RNA-basierte Fusionsdiagnostik gegenüber DNA-only- oder Einzeltests korrekt priorisieren | Musterlösung im MTB klar, limitiert und patientenrelevant kommunizieren;NGS | RNA | FISH | MTB | MVP | Standard
